YEAR,DAY_MONTH,TIME24HR,VESSEL,CRUISE,HAUL,HAULJOIN,SPECIES_CODE,WEIGHT,NUMBER_FISH,SUBSAMPLE_CODE,DURATION,DISTANCE_FISHED,NET_WIDTH,STATIONID,STRATUM,START_LATITUDE,END_LATITUDE,START_LONGITUDE,END_LONGITUDE,BOTTOM_DEPTH,SURFACE_TEMPERATURE,GEAR_TEMPERATURE
2016,23-Jun,7:03:09,94,201601,85,-15492,21740,422.04,595,NA,0.523,2.931,15.861,N-18,20,59.34325,59.31694,-168.5791,-168.57553,42,7,5.4
2016,23-Jun,9:53:49,94,201601,86,-15491,21740,113.722,188,NA,0.52,2.805,15.808,M-18,20,59.00996,58.98495,-168.53016,-168.52359,46,8.2,5.5
2016,23-Jun,12:38:18,94,201601,87,-15493,21740,283.805,448,NA,0.51,2.794,15.988,L-18,20,58.68157,58.65647,-168.49638,-168.49335,54,8.7,4.9
2016,23-Jun,15:30:20,94,201601,88,-15494,21740,160.737,862,NA,0.516,2.834,15.484,L-01,20,58.66585,58.66518,-167.89282,-167.84413,46,7.5,5.7
2016,24-Jun,7:14:34,94,201601,89,-15495,21740,52.731,86,NA,0.517,2.771,15.911,L-02,20,58.68887,58.66399,-167.22271,-167.22581,43,7.7,6.3
2016,24-Jun,10:17:53,94,201601,90,-15496,21740,208.135,311,NA,0.516,2.719,15.696,K-02,20,58.34784,58.32346,-167.20151,-167.19745,52,8.5,5.5
2016,24-Jun,13:30:35,94,201601,91,-15497,21740,732.727,1119,NA,0.525,2.913,16.24,K-01,41,58.33318,58.33209,-167.80845,-167.85801,60,8.4,4.8
2016,24-Jun,17:34:52,94,201601,92,-15498,21740,318.071,770,NA,0.525,2.874,16.423,K-18,41,58.32136,58.34192,-168.45922,-168.48891,65,8.8,4.5
2016,25-Jun,7:07:14,94,201601,93,-15499,21740,422.493,867,NA,0.524,2.904,16.016,J-01,41,57.9942,58.00825,-167.77948,-167.82079,67,8.8,4.6
2016,25-Jun,10:28:09,94,201601,94,-15500,21740,589.177,1332,NA,0.518,2.822,15.561,J-18,42,58.01002,57.98507,-168.43767,-168.42878,70,8.5,4.4
2016,25-Jun,13:48:01,94,201601,95,-15501,21740,604.21,1072,NA,0.529,2.889,16.229,I-18,42,57.65668,57.68268,-168.40218,-168.40161,71,8.7,4.4
2016,25-Jun,16:40:46,94,201601,96,-15502,21740,496.029,756,NA,0.525,2.846,16.452,H-18,32,57.34729,57.32167,-168.366,-168.36642,74,8.8,4.6
2016,26-Jun,7:05:53,94,201601,97,-15503,21740,88.036,128,NA,0.525,2.883,16.542,G-18,32,57.00615,56.98122,-168.32917,-168.34224,81,8.9,4.4
2016,26-Jun,9:53:52,94,201601,98,-15504,21740,30.45,47,NA,0.537,2.903,17.027,F-18,50,56.67271,56.64662,-168.28251,-168.2801,107,9,4.9
2016,26-Jun,13:39:01,94,201601,99,-15505,21740,39.11,49,NA,0.532,2.971,17.023,E-19,50,56.33223,56.33256,-168.84826,-168.89619,129,9.2,4.7
2016,26-Jun,16:01:58,94,201601,100,-15506,21740,4.31,5,NA,0.529,2.872,17.565,E-20,50,56.33945,56.33846,-169.30127,-169.34757,137,8.8,4.7
2016,27-Jun,7:06:19,94,201601,101,-15507,21740,5.41,7,NA,0.525,2.814,15.998,F-20,32,56.67638,56.67804,-169.53286,-169.48715,80,7.9,6.1
2016,27-Jun,9:29:05,94,201601,102,-15508,21740,26.96,35,NA,0.513,2.831,15.801,GF2019,32,56.81823,56.84365,-169.30168,-169.29841,80,8.1,4.9
2016,27-Jun,11:48:38,94,201601,103,-15509,21740,5.284,11,NA,0.522,2.853,15.946,G-20,42,56.9924,57.00165,-169.5285,-169.57219,61,8.7,5
2016,27-Jun,14:20:29,94,201601,104,-15510,21740,37.226,81,NA,0.539,2.846,16.528,HG2019,42,57.15316,57.17864,-169.31825,-169.31362,73,9.3,4.8
2016,27-Jun,16:47:01,94,201601,105,-15511,21740,105.332,152,NA,0.52,2.804,15.6,H-20,42,57.31506,57.34024,-169.58212,-169.58531,63,9.4,4.7
2016,28-Jun,7:08:48,94,201601,106,-15512,21740,110.66,191,NA,0.533,2.899,16.728,IH2019,42,57.4922,57.50553,-169.34936,-169.39082,70,9.7,4.9
2016,28-Jun,9:47:17,94,201601,107,-15513,21740,141.17,237,NA,0.527,2.887,16.485,I-20,42,57.65642,57.67852,-169.67054,-169.64516,70,9.6,4.7
2016,28-Jun,12:29:54,94,201601,108,-15514,21740,190.02,349,NA,0.525,2.859,16.822,JI2120,42,57.82998,57.85087,-169.95703,-169.98507,72,9.8,4.3
2016,28-Jun,15:32:31,94,201601,109,-15515,21740,1022.488,1897,NA,0.529,2.895,17.169,JI2221,42,57.8432,57.82226,-170.59521,-170.62417,78,9.7,3.8
2016,29-Jun,7:26:42,94,201601,110,-15516,21740,358.326,589,NA,0.452,2.361,17.565,I-22,42,57.6763,57.66095,-170.90583,-170.87855,85,9.2,4.5
2016,29-Jun,10:34:17,94,201601,111,-15517,21740,10.394,173,NA,0.543,2.887,17.184,IH2221,42,57.51282,57.49589,-170.60136,-170.56491,74,9.3,5.3
2016,29-Jun,12:58:18,94,201601,112,-15518,21740,222.788,487,NA,0.513,2.77,17.478,H-22,42,57.36063,57.3357,-170.86377,-170.86326,84,9.1,5.5
2016,1-Jul,7:10:54,94,201601,113,-15588,21740,269.376,424,NA,0.524,2.895,17.063,F-22,61,56.65808,56.6841,-170.73606,-170.73828,114,9,4.8
2016,1-Jul,9:34:49,94,201601,114,-15589,21740,165.778,219,NA,0.515,2.878,17.472,GF2221,42,56.82587,56.84198,-170.46608,-170.5029,101,9.1,5.1
2016,1-Jul,12:06:12,94,201601,115,-15590,21740,81.75,126,NA,0.53,2.904,16.999,G-22,42,56.98753,57.01355,-170.78199,-170.78656,95,9.4,5.4
2016,1-Jul,14:48:36,94,201601,116,-15591,21740,0.264,11,NA,0.514,2.864,15.112,HG2221,42,57.10253,57.12669,-170.45641,-170.47277,50,8.1,7.6
2016,2-Jul,7:18:37,94,201601,117,-15592,21740,276.432,469,NA,0.53,2.83,16.468,J-20,42,57.98086,58.0063,-169.69859,-169.70034,71,10.9,4.6
2016,2-Jul,10:04:49,94,201601,118,-15593,21740,287.192,544,NA,0.503,2.803,15.54,K-20,41,58.31828,58.34348,-169.73134,-169.73341,69,10.4,4.1
2016,2-Jul,12:44:33,94,201601,119,-15594,21740,556.853,1882,NA,0.507,2.896,16.129,L-20,41,58.65442,58.68041,-169.78148,-169.78505,66,10.7,4
2016,5-Jul,7:15:59,94,201601,120,-15595,21740,342.912,497,NA,0.52,2.776,17.404,F-23,61,56.68308,56.65813,-171.35406,-171.35173,120,9.7,4.8
2016,5-Jul,11:33:23,94,201601,121,-15596,21740,19.64,51,NA,0.505,2.856,17.594,E-22,61,56.33905,56.33355,-170.7085,-170.66348,121,10.3,4.6
2016,5-Jul,14:40:09,94,201601,122,-15597,21740,8.132,17,NA,0.503,2.697,17.553,E-21,50,56.33725,56.32943,-170.08827,-170.04707,109,10,4.9
2016,10-Jul,7:06:34,94,201601,123,-15625,21740,205.19,236,NA,0.524,2.866,17.459,F-24,61,56.65712,56.67314,-171.94788,-171.98445,127,10.2,4.7
2016,10-Jul,10:28:31,94,201601,124,-15636,21740,182.594,293,NA,0.499,2.721,16.931,G-24,61,56.99019,57.01345,-172.03873,-172.02479,117,10.3,4.8
2016,10-Jul,13:23:27,94,201601,125,-15637,21740,80.73,184,NA,0.508,2.781,16.669,H-24,61,57.32773,57.35275,-172.10177,-172.10293,110,10.4,4.7
2016,10-Jul,16:05:47,94,201601,126,-15638,21740,113.33,554,NA,0.357,1.964,16.778,I-24,61,57.64929,57.66696,-172.17851,-172.17823,109,10.8,4.4
2016,11-Jul,7:12:12,94,201601,127,-15626,21740,361.568,544,NA,0.519,2.844,17.299,K-23,41,58.31747,58.34298,-171.64898,-171.65299,96,11.2,3
2016,11-Jul,9:53:25,94,201601,128,-15627,21740,396.54,1115,NA,0.513,2.829,17.408,L-23,41,58.6524,58.67778,-171.7177,-171.72124,93,11.4,1.9
2016,11-Jul,12:29:55,94,201601,129,-15628,21740,706.54,2077,NA,0.526,2.83,17.556,M-23,41,58.98438,59.00984,-171.77906,-171.78018,87,11.4,2.2
2016,11-Jul,15:11:49,94,201601,130,-15629,21740,444.045,1598,NA,0.514,2.831,16.975,N-23,43,59.32245,59.34791,-171.82215,-171.82045,80,11.7,2.8
2016,11-Jul,17:49:34,94,201601,131,-15630,21740,1110.054,2758,NA,0.51,2.852,16.925,O-23,43,59.6515,59.67675,-171.89753,-171.90656,78,11.7,2.6
2016,12-Jul,7:06:10,94,201601,132,-15631,21740,509.79,1617,NA,0.524,2.815,16.936,N-22,41,59.31434,59.33952,-171.18828,-171.19377,75,11.1,2.5
2016,12-Jul,9:46:39,94,201601,133,-15632,21740,497.07,1116,NA,0.503,2.783,16.136,O-22,41,59.65009,59.67488,-171.24113,-171.24819,73,12,3.3
2016,12-Jul,12:04:14,94,201601,134,-15634,21740,605.096,1121,NA,0.502,2.808,17.187,P-22,41,59.93446,59.95954,-171.2959,-171.30211,70,12.4,2.9
2016,12-Jul,14:57:04,94,201601,135,-15633,21740,1384.453,2433,NA,0.508,2.764,17.25,P-23,43,59.97842,60.00327,-171.94344,-171.94107,68,11.8,1.8
2016,12-Jul,17:39:03,94,201601,136,-15635,21740,1736.651,2469,NA,0.531,2.786,16.257,Q-23,43,60.32428,60.34917,-172.05748,-172.05133,59,11.7,0.4
2016,13-Jul,7:08:23,94,201601,137,-15620,21740,674.219,1061,NA,0.516,2.789,16.363,QP2423,43,60.17612,60.16304,-172.30696,-172.34973,58,11,1.5
2016,13-Jul,9:42:10,94,201601,138,-15621,21740,2597.873,4378,NA,0.523,2.828,16.219,P-24,43,60.00011,59.9786,-172.61597,-172.58896,67,11.1,1.6
2016,13-Jul,11:59:46,94,201601,139,-15622,21740,930.876,2151,NA,0.518,2.947,16.507,PO2423,43,59.84794,59.82484,-172.26119,-172.23545,76,12.3,2
2016,13-Jul,14:17:27,94,201601,140,-15623,21740,724.785,1168,NA,0.511,2.843,17.377,O-24,43,59.67063,59.66815,-172.53383,-172.5839,85,11.3,1.3
2016,13-Jul,16:39:03,94,201601,141,-15624,21740,340.298,718,NA,0.526,2.882,17.518,ON2524,43,59.51067,59.49329,-172.86026,-172.89794,94,11.7,1.4
2016,14-Jul,7:07:22,94,201601,142,-15639,21740,268.268,758,NA,0.523,2.919,17.194,ON2625,43,59.49043,59.5066,-173.48431,-173.52481,102,11.4,2.2
2016,14-Jul,9:30:03,94,201601,143,-15640,21740,379.51,779,NA,0.519,2.854,16.96,O-25,43,59.6575,59.67584,-173.25711,-173.22176,95,11.9,1.3
2016,14-Jul,11:43:33,94,201601,144,-15641,21740,1569.68,2619,NA,0.492,2.691,16.476,PO2524,43,59.8172,59.83323,-172.95699,-172.92114,81,12.2,1.2
2016,14-Jul,14:18:28,94,201601,145,-15642,21740,1441.117,2340,NA,0.516,2.879,16.757,QP2524,43,60.1632,60.18523,-172.99322,-173.02042,60,12.5,1.4
2016,14-Jul,17:27:25,94,201601,146,-15643,21740,941.83,1931,NA,0.332,1.849,17.061,Q-25,43,60.29975,60.28354,-173.37707,-173.38466,63,11,1.2
2016,15-Jul,7:10:08,94,201601,147,-15644,21740,391.588,639,NA,0.521,2.88,17.311,QP2625,43,60.13342,60.1081,-173.77028,-173.78124,89,10.7,1.1
2016,15-Jul,9:42:21,94,201601,148,-15645,21740,1769.679,3042,NA,0.526,2.818,15.469,P-25,43,60.00985,60.00062,-173.29248,-173.24557,75,10.4,1.2
2016,15-Jul,12:50:45,94,201601,149,-15646,21740,472.798,931,NA,0.519,2.848,16.825,PO2625,43,59.84253,59.82362,-173.56931,-173.60352,95,11.1,1.2
2016,15-Jul,15:30:48,94,201601,150,-15647,21740,377.356,686,NA,0.511,2.797,16.714,O-26,62,59.66774,59.68264,-173.84408,-173.88397,104,11.5,2.3
2016,15-Jul,17:54:35,94,201601,151,-15648,21740,416.152,1078,NA,0.49,2.712,15.248,PO2726,62,59.82046,59.84479,-174.24087,-174.24439,108,11.7,2.2
2016,16-Jul,7:07:07,94,201601,152,-15662,21740,342.83,743,NA,0.525,2.862,16.553,P-26,43,59.98689,60.01079,-173.92622,-173.94523,97,10.5,1.3
2016,16-Jul,9:34:05,94,201601,153,-15663,21740,387.374,2112,NA,0.491,2.679,16.984,QP2726,43,60.15674,60.17915,-174.34879,-174.36644,100,10.2,1.4
2016,16-Jul,11:57:46,94,201601,154,-15664,21740,752.518,1251,NA,0.494,2.702,17.168,Q-26,43,60.3277,60.34017,-174.08209,-174.04022,90,10.8,1.1
2016,16-Jul,15:15:46,94,201601,155,-15665,21740,2010.924,3079,NA,0.521,2.864,16.893,R-25,41,60.6514,60.67714,-173.46616,-173.46338,65,10.5,1.4
2016,16-Jul,18:08:48,94,201601,156,-15666,21740,674.57,1338,NA,0.516,2.792,16.479,R-26,41,60.66728,60.66922,-174.10485,-174.15563,87,10.3,0.9
2016,17-Jul,12:38:47,94,201601,157,-15667,21740,490.313,1570,NA,0.528,2.897,17.809,R-27,41,60.66666,60.66721,-174.79105,-174.84387,97,10.3,1
2016,17-Jul,15:56:48,94,201601,158,-15668,21740,322.766,747,NA,0.52,2.821,17.265,R-28,61,60.66796,60.66888,-175.42856,-175.47997,107,10.4,1.4
2016,18-Jul,7:07:01,94,201601,159,-15669,21740,153.674,379,NA,0.519,2.845,17.227,S-28,90,61.00045,61.0013,-175.51494,-175.56733,103,10.3,1.2
2016,18-Jul,11:08:45,94,201601,160,-15670,21740,265.892,698,NA,0.521,2.865,17.916,S-29,90,60.99543,60.99564,-176.26517,-176.31796,112,10,1.5
2016,18-Jul,15:33:00,94,201601,161,-15671,21740,476.1,1577,NA,0.531,2.835,17.8,R-30,61,60.6831,60.65764,-176.80789,-176.80454,129,10.6,1.4
2016,18-Jul,18:14:16,94,201601,162,-15672,21740,477.708,1687,NA,0.511,2.88,17.286,R-29,61,60.67843,60.66904,-176.21289,-176.16391,119,10.6,1.8
2016,19-Jul,7:21:38,94,201601,163,-15752,21740,708.367,1410,NA,0.521,2.897,16.711,Q-29,61,60.33477,60.33669,-176.07936,-176.02721,123,9.8,1.7
2016,19-Jul,10:03:03,94,201601,164,-15753,21740,726.661,1713,NA,0.533,2.946,16.528,Q-28,61,60.34365,60.34387,-175.40035,-175.34716,111,10.2,1.4
2016,19-Jul,12:45:28,94,201601,165,-15754,21740,389.569,1597,NA,0.52,2.813,16.464,Q-27,62,60.33412,60.31673,-174.73567,-174.69877,102,10.6,1.3
2016,19-Jul,15:44:46,94,201601,166,-15755,21740,345.56,1031,NA,0.548,3.034,17.008,P-27,62,60.00109,60.00412,-174.58996,-174.64385,108,11.4,1.7
2016,20-Jul,7:25:53,94,201601,167,-15809,21740,625.207,1439,NA,0.522,2.897,17.036,P-28,61,60.00087,60.00078,-175.25415,-175.30593,118,11.2,2.2
2016,20-Jul,10:13:12,94,201601,168,-15810,21740,532.9,1972,NA,0.344,1.879,17.029,P-29,61,60.00616,59.99205,-175.91106,-175.92956,129,10.8,1.5
2016,20-Jul,12:59:55,94,201601,169,-15811,21740,439.132,1173,NA,0.531,2.818,17.126,O-29,61,59.67801,59.6542,-175.87676,-175.85959,137,10.9,1.6
2016,20-Jul,16:15:14,94,201601,170,-15812,21740,299.24,435,NA,0.516,2.881,16.955,O-28,61,59.65239,59.66842,-175.13579,-175.09575,125,11.5,2.5
2016,21-Jul,7:33:26,94,201601,171,-15769,21740,413.1,546,NA,0.529,2.889,17.744,O-27,62,59.67851,59.65765,-174.44671,-174.47725,115,11.9,2.6
2016,21-Jul,12:41:12,94,201601,172,-15770,21740,654.993,1030,NA,0.537,2.894,17.707,N-28,61,59.34028,59.32256,-175.08863,-175.12581,133,10.9,2.4
2016,22-Jul,7:32:44,94,201601,173,-15771,21740,447.91,554,NA,0.536,2.982,17.105,M-28,61,58.99602,59.01533,-175.01573,-174.97979,130,11,2.7
2016,22-Jul,10:16:19,94,201601,174,-15772,21740,690.713,911,NA,0.519,2.893,17.007,M-27,61,59.00597,58.99548,-174.38496,-174.33902,127,11.3,3.3
2016,22-Jul,14:13:37,94,201601,175,-15773,21740,511.206,946,NA,0.517,2.777,16.069,L-26,61,58.65749,58.67356,-173.66889,-173.63236,126,11.5,3.9
2016,22-Jul,17:00:59,94,201601,176,-15774,21740,834.657,1277,NA,0.53,2.853,17.546,M-26,61,58.99414,59.01191,-173.70457,-173.74031,117,11.6,3.3
2016,23-Jul,7:20:29,94,201601,177,-15779,21740,588.94,833,NA,0.519,2.915,17.531,N-27,62,59.3346,59.33421,-174.46395,-174.41288,121,11.3,2.9
2016,23-Jul,10:03:50,94,201601,178,-15780,21740,396.404,503,NA,0.536,2.944,17.836,N-26,62,59.3342,59.33518,-173.82188,-173.77034,111,11.6,2.8
2016,23-Jul,12:44:13,94,201601,179,-15781,21740,547.13,850,NA,0.526,2.972,17.235,N-25,43,59.33768,59.33504,-173.16664,-173.11483,100,11.6,1.9
2016,23-Jul,15:27:18,94,201601,180,-15782,21740,701.67,1168,NA,0.519,2.873,16.946,N-24,43,59.33034,59.32863,-172.51668,-172.46645,87,11.5,1.9
2016,24-Jul,7:27:59,94,201601,181,-15787,21740,694.125,931,NA,0.518,2.829,17.145,M-25,61,59.00309,58.99442,-173.08627,-173.0401,107,11.8,3
2016,24-Jul,10:06:09,94,201601,182,-15788,21740,579.11,826,NA,0.527,2.939,16.938,M-24,41,59.00314,59.00129,-172.45766,-172.40678,98,11.2,1.9
2016,24-Jul,12:58:47,94,201601,183,-15789,21740,618.051,864,NA,0.518,2.828,17.086,L-24,61,58.68175,58.66126,-172.35251,-172.38135,102,11.9,3.1
2016,24-Jul,15:42:10,94,201601,184,-15790,21740,597.553,762,NA,0.532,2.979,17.627,L-25,61,58.66291,58.66328,-172.97646,-173.02764,112,11.8,3.3
2016,25-Jul,7:45:56,94,201601,185,-15795,21740,963.728,1457,NA,0.534,2.951,16.671,K-25,61,58.33465,58.33637,-172.95965,-172.90951,109,11.6,3.6
2016,25-Jul,10:26:13,94,201601,186,-15796,21740,762.492,1016,NA,0.526,2.9,17.287,K-24,61,58.33543,58.33567,-172.32363,-172.27426,103,11.9,3.4
2016,25-Jul,13:59:05,94,201601,187,-15797,21740,299.64,504,NA,0.519,2.858,16.862,J-24,61,58.0161,57.9906,-172.24178,-172.24819,105,12.1,3.9
2016,25-Jul,16:49:03,94,201601,188,-15798,21740,674.746,942,NA,0.518,2.91,16.948,J-25,61,57.99337,57.99655,-172.84183,-172.89056,109,12.2,4
2016,26-Jul,7:46:14,94,201601,189,-15806,21740,353.58,438,NA,0.529,2.92,17.25,I-25,61,57.67675,57.65059,-172.79363,-172.78909,119,12.1,4.6
2016,26-Jul,10:19:18,94,201601,190,-15807,21740,2724.617,4327,NA,0.527,2.949,16.441,H-25,61,57.36108,57.33456,-172.81273,-172.8146,117,11.7,4.7
2016,26-Jul,13:13:38,94,201601,191,-15808,21740,3.006,7,NA,0.522,2.778,16.741,G-25,61,57.0085,56.99299,-172.66784,-172.63208,122,12,4.8
2016,31-May,7:11:10,162,201601,2,-15238,21740,313.172,454,NA,0.548,3.053,16.768,D-10,31,56.00009,55.99195,-162.30575,-162.25911,73,7.1,5.2
2016,31-May,10:27:54,162,201601,3,-15239,21740,3093.952,5015,NA,0.533,2.908,17.228,E-10,31,56.33056,56.32581,-162.22099,-162.17485,77,7.5,4.9
2016,31-May,13:35:53,162,201601,4,-15240,21740,9789.374,16566,NA,0.532,2.983,16.477,E-11,10,56.33183,56.33093,-161.63344,-161.58534,63,7.8,5.4
2016,31-May,17:08:25,162,201601,5,-15241,21740,106.367,172,NA,0.539,3.037,15.79,F-11,31,56.65349,56.67907,-161.57424,-161.55689,90,8,5
2016,1-Jun,7:07:59,162,201601,6,-15242,21740,193.497,312,NA,0.52,2.932,16.721,G-11,31,57.00243,57.00461,-161.55269,-161.50471,69,7.2,5.2
2016,1-Jun,9:59:13,162,201601,7,-15243,21740,130.228,174,NA,0.52,2.859,16.276,G-12,31,56.99878,56.99706,-160.96511,-160.91827,66,7.4,5.4
2016,1-Jun,12:40:07,162,201601,8,-15244,21740,314.373,441,NA,0.524,2.84,15.667,G-13,31,56.99672,56.99168,-160.353,-160.30729,62,7.2,5.5
2016,1-Jun,15:33:14,162,201601,9,-15245,21740,8.414,32,NA,0.534,2.948,15.705,H-13,31,57.3211,57.34762,-160.3032,-160.30324,61,6.8,5.8
2016,2-Jun,7:04:23,162,201601,10,-15246,21740,172.72,280,NA,0.538,3.043,16.136,H-14,10,57.32307,57.35018,-159.66967,-159.66254,57,6.7,6.1
2016,2-Jun,9:38:14,162,201601,11,-15247,21740,169.902,282,NA,0.529,2.938,14.723,I-14,10,57.65628,57.68251,-159.64225,-159.63611,51,6.7,6.4
2016,2-Jun,12:23:54,162,201601,12,-15248,21740,7.043,37,NA,0.545,3.116,14.935,I-13,31,57.66506,57.66266,-160.26579,-160.31769,55,7.1,6
2016,2-Jun,15:16:52,162,201601,13,-15249,21740,93.281,116,NA,0.525,2.873,14.889,J-13,10,57.97504,58.0008,-160.22958,-160.22538,50,8.9,5.9
2016,2-Jun,17:45:32,162,201601,14,-15250,21740,55.319,95,NA,0.469,2.58,14.801,J-12,10,57.9995,58.00212,-160.8396,-160.88283,44,11.2,5.8
2016,3-Jun,7:05:21,162,201601,15,-15251,21740,2035.172,3034,NA,0.542,3.025,16.228,I-12,31,57.68723,57.66003,-160.8823,-160.88046,57,8.3,5.9
2016,3-Jun,9:46:04,162,201601,16,-15252,21740,31.213,37,NA,0.526,2.919,15.391,H-12,31,57.34851,57.3223,-160.92583,-160.9287,64,8.2,5.7
2016,3-Jun,12:47:15,162,201601,17,-15253,21740,122.415,157,NA,0.538,3.008,16.195,H-11,31,57.32001,57.34479,-161.5318,-161.55185,55,8,5.8
2016,3-Jun,15:28:28,162,201601,18,-15254,21740,391.648,555,NA,0.521,2.878,16.016,I-11,10,57.64889,57.67462,-161.51487,-161.52039,52,8.3,6
2016,3-Jun,18:01:48,162,201601,19,-15255,21740,128.197,211,NA,0.521,2.887,15.684,J-11,10,57.96511,57.98424,-161.51197,-161.54488,53,9.8,6.1
2016,4-Jun,7:05:20,162,201601,20,-15257,21740,48.24,59,NA,0.518,2.883,14.238,J-10,10,57.99027,57.96436,-162.11432,-162.11674,38,7.8,6.5
2016,4-Jun,9:37:39,162,201601,21,-15258,21740,45.178,58,NA,0.527,2.952,15.249,I-10,10,57.67363,57.64708,-162.12356,-162.12192,48,8.4,6.5
2016,4-Jun,12:01:38,162,201601,22,-15259,21740,42.428,109,NA,0.526,2.952,15.76,H-10,10,57.36873,57.34216,-162.14956,-162.14979,51,8.3,6
2016,4-Jun,14:33:16,162,201601,23,-15260,21740,84.19,113,NA,0.535,3.081,15.97,G-10,31,57.02433,56.99796,-162.17023,-162.1858,58,8.5,5.6
2016,4-Jun,17:04:26,162,201601,24,-15261,21740,853.709,1338,NA,0.523,2.922,15.716,F-10,31,56.68919,56.66327,-162.17857,-162.18652,69,9,5
2016,5-Jun,7:08:37,162,201601,25,-15262,21740,81.579,117,NA,0.513,2.898,15.757,F-09,31,56.69197,56.66624,-162.79034,-162.78268,72,8.5,4.9
2016,5-Jun,9:40:36,162,201601,26,-15263,21740,29.9,36,NA,0.53,2.989,16.633,E-09,31,56.35922,56.33233,-162.79596,-162.79709,79,8.1,4.7
2016,5-Jun,12:16:48,162,201601,27,-15264,21740,414.945,703,NA,0.544,3.113,16.434,D-09,31,56.01231,55.985,-162.81408,-162.82512,77,8.2,4.7
2016,5-Jun,14:43:53,162,201601,28,-15256,21740,914.059,1323,NA,0.519,2.985,15.092,C-09,10,55.67869,55.6525,-162.82214,-162.83264,51,8.2,5.6
2016,6-Jun,7:11:39,162,201601,29,-15265,21740,275.597,453,NA,0.505,2.776,15.678,B-08,31,55.33734,55.35824,-163.4142,-163.39027,55,8.2,6.1
2016,6-Jun,9:38:09,162,201601,30,-15266,21740,4449.235,8130,NA,0.505,2.77,16.661,C-08,31,55.667,55.69172,-163.39615,-163.39051,82,8.4,5
2016,6-Jun,12:13:57,162,201601,31,-15267,21740,3553.185,6651,NA,0.532,2.97,16.902,D-08,31,55.99564,56.02213,-163.39741,-163.40373,89,9.8,4.7
2016,6-Jun,16:19:09,162,201601,33,-15269,21740,343.378,518,NA,0.516,2.89,14.987,E-08,31,56.33344,56.30754,-163.41849,-163.42276,84,9.2,4.7
2016,7-Jun,7:11:29,162,201601,34,-15270,21740,278.606,494,NA,0.525,2.965,16.982,F-08,31,56.65846,56.6851,-163.38192,-163.37933,75,8.7,4.7
2016,7-Jun,9:59:30,162,201601,35,-15271,21740,523.871,949,NA,0.509,2.851,16.188,G-08,31,57.0053,57.00735,-163.35095,-163.30428,67,8.7,4.9
2016,7-Jun,12:27:00,162,201601,36,-15272,21740,253.1,464,NA,0.519,2.89,16.393,G-09,31,57.02995,57.05586,-162.79867,-162.79492,61,9.1,5.3
2016,7-Jun,14:54:46,162,201601,37,-15273,21740,60.445,109,NA,0.513,2.935,15.924,H-09,10,57.30218,57.30258,-162.79536,-162.84393,50,9.1,5.9
2016,7-Jun,17:12:31,162,201601,38,-15274,21740,71.405,182,NA,0.509,2.841,15.56,H-08,10,57.3288,57.35419,-163.36938,-163.37487,52,8.7,5.7
2016,8-Jun,7:07:24,162,201601,39,-15275,21740,138.619,223,NA,0.508,2.808,15.113,I-08,10,57.67081,57.6715,-163.35056,-163.30364,47,8.9,6.7
2016,8-Jun,9:38:21,162,201601,40,-15276,21740,76.222,119,NA,0.513,2.91,15.018,I-09,10,57.67485,57.68126,-162.76628,-162.71911,45,8.2,7
2016,8-Jun,11:54:51,162,201601,41,-15277,21740,95.108,114,NA,0.533,2.945,15.447,J-09,10,57.97564,58.00196,-162.74667,-162.75257,43,9.5,6.9
2016,8-Jun,14:33:34,162,201601,42,-15278,21740,40.772,52,NA,0.515,2.806,15.246,J-08,10,58.01361,58.03886,-163.33655,-163.33562,44,7.5,7.2
2016,8-Jun,16:53:13,162,201601,43,-15279,21740,111.8,102,NA,0.509,2.846,13.499,K-08,10,58.30485,58.32993,-163.35426,-163.36405,37,7.9,7.6
2016,10-Jun,7:05:21,162,201601,44,-15280,21740,28.4,29,NA,0.528,2.96,15.011,M-06,10,58.98996,58.96348,-164.6384,-164.64385,28,8.3,8.4
2016,10-Jun,9:26:54,162,201601,45,-15281,21740,94.006,108,NA,0.509,2.805,15.682,L-06,10,58.69331,58.67265,-164.63292,-164.60523,37,7.6,7.6
2016,10-Jun,12:01:11,162,201601,46,-15282,21740,158.874,171,NA,0.5,2.778,15.466,L-07,10,58.664,58.64473,-164.03442,-164.00402,36,7.8,7.8
2016,10-Jun,14:38:22,162,201601,47,-15283,21740,46.34,52,NA,0.516,2.917,16.451,K-07,10,58.34659,58.32043,-163.99598,-163.99196,43,7.6,7.6
2016,10-Jun,17:18:53,162,201601,48,-15284,21740,83.045,182,NA,0.512,2.894,16.186,K-06,10,58.33143,58.33017,-164.61882,-164.66803,45,7.5,7.1
2016,11-Jun,7:07:39,162,201601,49,-15285,21740,85.242,112,NA,0.514,2.803,15.489,J-06,10,57.99614,57.99215,-164.62328,-164.57661,45,7.1,6.9
2016,11-Jun,9:39:26,162,201601,50,-15286,21740,27.54,36,NA,0.51,2.769,15.938,J-07,10,57.9864,57.96336,-164.0301,-164.01228,47,7.6,7.3
2016,11-Jun,12:05:33,162,201601,51,-15287,21740,37.227,58,NA,0.505,2.792,15.788,I-07,10,57.68092,57.65943,-164.01717,-164.04134,52,9,6
