YEAR,HAULJOIN,STRATUM,STATIONID,SPECIES_CODE,SEX,LENGTH,WEIGHT,AGE,SPECIMENID,STATIONYEAR,LON,LAT
2015,-14298,50,E-20,21740,1,470,706,7,576,2015_E-20,-169.48559,56.3562
2015,-14298,50,E-20,21740,1,490,728,6,577,2015_E-20,-169.48559,56.3562
2015,-14298,50,E-20,21740,2,510,922,7,579,2015_E-20,-169.48559,56.3562
2015,-14298,50,E-20,21740,2,610,1094,10,580,2015_E-20,-169.48559,56.3562
2015,-14298,50,E-20,21740,2,490,756,7,581,2015_E-20,-169.48559,56.3562
2018,-17844,50,E-20,21740,1,450,572,6,384,2018_E-20,-169.44216,56.37077
2018,-17844,50,E-20,21740,1,440,606,5,385,2018_E-20,-169.44216,56.37077
2018,-17844,50,E-20,21740,2,410,580,5,386,2018_E-20,-169.44216,56.37077
2018,-17844,50,E-20,21740,2,470,676,5,387,2018_E-20,-169.44216,56.37077
2018,-17844,50,E-20,21740,2,510,980,9,388,2018_E-20,-169.44216,56.37077
2015,-14519,50,E-21,21740,1,490,718,7,492,2015_E-21,-170.05614,56.32832
2015,-14519,50,E-21,21740,1,470,774,7,490,2015_E-21,-170.05614,56.32832
2015,-14519,50,E-21,21740,1,550,1074,9,491,2015_E-21,-170.05614,56.32832
2015,-14519,50,E-21,21740,1,420,532,6,493,2015_E-21,-170.05614,56.32832
2015,-14519,50,E-21,21740,1,180,40,1,494,2015_E-21,-170.05614,56.32832
2015,-14519,50,E-21,21740,2,490,832,8,495,2015_E-21,-170.05614,56.32832
2015,-14519,50,E-21,21740,2,450,802,5,496,2015_E-21,-170.05614,56.32832
2015,-14519,50,E-21,21740,2,170,34,1,497,2015_E-21,-170.05614,56.32832
2019,-19100,50,E-21,21740,1,470,730,7,309,2019_E-21,-170.05454,56.33384
2019,-19100,50,E-21,21740,1,430,575,7,310,2019_E-21,-170.05454,56.33384
2019,-19100,50,E-21,21740,2,540,1245,7,311,2019_E-21,-170.05454,56.33384
2019,-19100,50,E-21,21740,2,540,1090,7,312,2019_E-21,-170.05454,56.33384
2019,-19100,50,E-21,21740,2,490,835,6,313,2019_E-21,-170.05454,56.33384
2018,-17845,50,E-21,21740,1,490,788,9,389,2018_E-21,-170.03811,56.33871
2018,-17845,50,E-21,21740,1,490,706,6,390,2018_E-21,-170.03811,56.33871
2018,-17845,50,E-21,21740,1,480,882,6,391,2018_E-21,-170.03811,56.33871
2018,-17845,50,E-21,21740,1,470,674,8,392,2018_E-21,-170.03811,56.33871
2018,-17845,50,E-21,21740,2,500,922,6,393,2018_E-21,-170.03811,56.33871
2017,-16960,50,E-21,21740,1,450,684,5,662,2017_E-21,-170.06214,56.3443
2017,-16960,50,E-21,21740,1,490,724,8,663,2017_E-21,-170.06214,56.3443
2017,-16960,50,E-21,21740,1,410,520,5,664,2017_E-21,-170.06214,56.3443
2017,-16960,50,E-21,21740,2,520,766,10,665,2017_E-21,-170.06214,56.3443
2017,-16960,50,E-21,21740,2,540,1132,8,666,2017_E-21,-170.06214,56.3443
2017,-16809,61,E-22,21740,2,480,964,5,525,2017_E-22,-170.6617,56.32335
2017,-16809,61,E-22,21740,2,460,808,5,526,2017_E-22,-170.6617,56.32335
2017,-16809,61,E-22,21740,1,400,478,4,527,2017_E-22,-170.6617,56.32335
2017,-16809,61,E-22,21740,1,430,538,4,528,2017_E-22,-170.6617,56.32335
2017,-16809,61,E-22,21740,1,520,900,8,529,2017_E-22,-170.6617,56.32335
2017,-16809,61,E-22,21740,2,190,46,1,530,2017_E-22,-170.6617,56.32335
2016,-15596,61,E-22,21740,1,420,498,5,573,2016_E-22,-170.7085,56.33905
2016,-15596,61,E-22,21740,1,300,204,3,574,2016_E-22,-170.7085,56.33905
2016,-15596,61,E-22,21740,2,180,44,1,575,2016_E-22,-170.7085,56.33905
2016,-15596,61,E-22,21740,2,530,932,10,576,2016_E-22,-170.7085,56.33905
2016,-15596,61,E-22,21740,2,440,630,4,577,2016_E-22,-170.7085,56.33905
2016,-15596,61,E-22,21740,2,400,492,4,578,2016_E-22,-170.7085,56.33905
2016,-15596,61,E-22,21740,2,430,638,4,579,2016_E-22,-170.7085,56.33905
2018,-17846,61,E-22,21740,1,440,568,8,394,2018_E-22,-170.66042,56.3399
2018,-17846,61,E-22,21740,1,480,756,8,395,2018_E-22,-170.66042,56.3399
2018,-17846,61,E-22,21740,1,280,144,2,396,2018_E-22,-170.66042,56.3399
2018,-17846,61,E-22,21740,2,460,770,5,397,2018_E-22,-170.66042,56.3399
2018,-17846,61,E-22,21740,2,470,760,5,398,2018_E-22,-170.66042,56.3399
2019,-19101,61,E-22,21740,1,500,830,6,314,2019_E-22,-170.64435,56.34082
2019,-19101,61,E-22,21740,1,450,675,6,315,2019_E-22,-170.64435,56.34082
2019,-19101,61,E-22,21740,1,480,730,6,316,2019_E-22,-170.64435,56.34082
2019,-19101,61,E-22,21740,1,470,765,9,317,2019_E-22,-170.64435,56.34082
2019,-19101,61,E-22,21740,2,520,1045,7,318,2019_E-22,-170.64435,56.34082
2015,-14526,61,E-22,21740,2,430,536,6,538,2015_E-22,-170.68405,56.35799
2015,-14526,61,E-22,21740,2,490,844,7,539,2015_E-22,-170.68405,56.35799
2015,-14526,61,E-22,21740,2,550,994,9,540,2015_E-22,-170.68405,56.35799
2015,-14526,61,E-22,21740,1,470,816,7,541,2015_E-22,-170.68405,56.35799
2015,-14526,61,E-22,21740,1,440,534,6,542,2015_E-22,-170.68405,56.35799
2015,-14526,61,E-22,21740,1,470,714,7,543,2015_E-22,-170.68405,56.35799
2015,-14526,61,E-22,21740,2,170,38,1,544,2015_E-22,-170.68405,56.35799
2015,-14526,61,E-22,21740,1,160,26,1,545,2015_E-22,-170.68405,56.35799
2018,-17710,31,F-01,21740,1,510,886,6,254,2018_F-01,-167.66814,56.65147
2018,-17710,31,F-01,21740,1,480,670,7,255,2018_F-01,-167.66814,56.65147
2018,-17710,31,F-01,21740,1,470,662,9,256,2018_F-01,-167.66814,56.65147
2018,-17710,31,F-01,21740,1,420,558,5,257,2018_F-01,-167.66814,56.65147
2018,-17710,31,F-01,21740,1,410,412,6,258,2018_F-01,-167.66814,56.65147
2015,-14485,31,F-01,21740,1,500,822,8,297,2015_F-01,-167.66628,56.6536
2015,-14485,31,F-01,21740,2,530,912,7,294,2015_F-01,-167.66628,56.6536
2015,-14485,31,F-01,21740,1,500,704,8,295,2015_F-01,-167.66628,56.6536
2015,-14485,31,F-01,21740,1,560,950,7,296,2015_F-01,-167.66628,56.6536
2015,-14485,31,F-01,21740,1,460,654,5,298,2015_F-01,-167.66628,56.6536
2015,-14485,31,F-01,21740,1,560,1068,7,299,2015_F-01,-167.66628,56.6536
2019,-19064,31,F-01,21740,1,520,1010,12,192,2019_F-01,-167.6742,56.65396
2019,-19064,31,F-01,21740,1,440,690,6,193,2019_F-01,-167.6742,56.65396
2019,-19064,31,F-01,21740,2,500,960,6,194,2019_F-01,-167.6742,56.65396
2019,-19064,31,F-01,21740,2,450,670,6,195,2019_F-01,-167.6742,56.65396
2019,-19064,31,F-01,21740,2,520,1010,6,196,2019_F-01,-167.6742,56.65396
2017,-16835,31,F-01,21740,2,390,438,4,405,2017_F-01,-167.68474,56.67699
2017,-16835,31,F-01,21740,2,450,654,5,406,2017_F-01,-167.68474,56.67699
2017,-16835,31,F-01,21740,1,470,612,5,407,2017_F-01,-167.68474,56.67699
2017,-16835,31,F-01,21740,2,460,590,6,408,2017_F-01,-167.68474,56.67699
2017,-16835,31,F-01,21740,1,450,710,5,409,2017_F-01,-167.68474,56.67699
2016,-15397,31,F-01,21740,1,480,752,6,332,2016_F-01,-167.66954,56.68381
2016,-15397,31,F-01,21740,1,410,512,4,333,2016_F-01,-167.66954,56.68381
2016,-15397,31,F-01,21740,1,470,680,7,334,2016_F-01,-167.66954,56.68381
2016,-15397,31,F-01,21740,1,490,742,8,335,2016_F-01,-167.66954,56.68381
2016,-15397,31,F-01,21740,2,500,802,7,336,2016_F-01,-167.66954,56.68381
2015,-14164,31,F-02,21740,2,550,1174,9,380,2015_F-02,-167.06347,56.64181
2015,-14164,31,F-02,21740,1,540,958,8,381,2015_F-02,-167.06347,56.64181
2015,-14164,31,F-02,21740,1,500,872,8,382,2015_F-02,-167.06347,56.64181
2015,-14164,31,F-02,21740,2,600,1374,9,383,2015_F-02,-167.06347,56.64181
2015,-14164,31,F-02,21740,2,510,852,7,384,2015_F-02,-167.06347,56.64181
2015,-14164,31,F-02,21740,1,500,926,7,385,2015_F-02,-167.06347,56.64181
2016,-15389,31,F-02,21740,3,150,24,1,291,2016_F-02,-167.07443,56.64398
2016,-15389,31,F-02,21740,1,420,508,4,292,2016_F-02,-167.07443,56.64398
2016,-15389,31,F-02,21740,1,400,462,4,293,2016_F-02,-167.07443,56.64398
2016,-15389,31,F-02,21740,2,390,444,4,294,2016_F-02,-167.07443,56.64398
2016,-15389,31,F-02,21740,2,570,976,7,295,2016_F-02,-167.07443,56.64398
2016,-15389,31,F-02,21740,2,420,576,4,296,2016_F-02,-167.07443,56.64398
2018,-17659,31,F-02,21740,1,480,780,7,247,2018_F-02,-167.04301,56.65374
2018,-17659,31,F-02,21740,1,410,492,5,248,2018_F-02,-167.04301,56.65374
2018,-17659,31,F-02,21740,2,470,630,6,249,2018_F-02,-167.04301,56.65374
2018,-17659,31,F-02,21740,2,580,1422,6,250,2018_F-02,-167.04301,56.65374
2018,-17659,31,F-02,21740,2,420,568,5,251,2018_F-02,-167.04301,56.65374
2019,-19250,31,F-02,21740,1,470,760,6,217,2019_F-02,-167.06417,56.66005
2019,-19250,31,F-02,21740,1,450,700,6,218,2019_F-02,-167.06417,56.66005
2019,-19250,31,F-02,21740,1,140,20,1,219,2019_F-02,-167.06417,56.66005
2019,-19250,31,F-02,21740,2,470,756,7,220,2019_F-02,-167.06417,56.66005
2019,-19250,31,F-02,21740,2,470,748,6,221,2019_F-02,-167.06417,56.66005
2019,-19250,31,F-02,21740,2,470,880,6,222,2019_F-02,-167.06417,56.66005
2017,-16569,31,F-02,21740,1,460,675,5,224,2017_F-02,-167.06858,56.66576
2017,-16569,31,F-02,21740,1,460,720,5,225,2017_F-02,-167.06858,56.66576
2017,-16569,31,F-02,21740,2,450,705,6,226,2017_F-02,-167.06858,56.66576
2017,-16569,31,F-02,21740,2,470,710,7,227,2017_F-02,-167.06858,56.66576
2017,-16569,31,F-02,21740,2,530,925,9,228,2017_F-02,-167.06858,56.66576
2017,-16569,31,F-02,21740,1,200,40,1,229,2017_F-02,-167.06858,56.66576
2016,-15526,31,F-03,21740,2,400,472,4,322,2016_F-03,-166.44168,56.65312
2016,-15526,31,F-03,21740,2,420,608,4,323,2016_F-03,-166.44168,56.65312
2016,-15526,31,F-03,21740,2,500,802,7,324,2016_F-03,-166.44168,56.65312
2016,-15526,31,F-03,21740,1,500,758,7,325,2016_F-03,-166.44168,56.65312
2016,-15526,31,F-03,21740,1,380,448,5,326,2016_F-03,-166.44168,56.65312
2016,-15526,31,F-03,21740,1,400,450,4,327,2016_F-03,-166.44168,56.65312
2018,-17720,31,F-03,21740,1,500,730,6,210,2018_F-03,-166.43497,56.67246
2018,-17720,31,F-03,21740,1,520,950,6,211,2018_F-03,-166.43497,56.67246
2018,-17720,31,F-03,21740,1,370,380,7,212,2018_F-03,-166.43497,56.67246
2018,-17720,31,F-03,21740,2,450,580,6,213,2018_F-03,-166.43497,56.67246
2018,-17720,31,F-03,21740,2,520,880,7,214,2018_F-03,-166.43497,56.67246
2019,-19002,31,F-03,21740,1,480,855,6,167,2019_F-03,-166.42057,56.67795
2019,-19002,31,F-03,21740,1,410,520,5,168,2019_F-03,-166.42057,56.67795
2019,-19002,31,F-03,21740,2,480,820,6,169,2019_F-03,-166.42057,56.67795
2019,-19002,31,F-03,21740,2,520,1065,7,170,2019_F-03,-166.42057,56.67795
2019,-19002,31,F-03,21740,2,410,515,5,171,2019_F-03,-166.42057,56.67795
2015,-14124,31,F-03,21740,2,360,348,3,273,2015_F-03,-166.44237,56.67897
2015,-14124,31,F-03,21740,1,490,904,7,270,2015_F-03,-166.44237,56.67897
2015,-14124,31,F-03,21740,1,480,756,6,271,2015_F-03,-166.44237,56.67897
2015,-14124,31,F-03,21740,2,370,366,3,272,2015_F-03,-166.44237,56.67897
2015,-14124,31,F-03,21740,2,620,1340,9,274,2015_F-03,-166.44237,56.67897
2015,-14124,31,F-03,21740,2,530,884,8,275,2015_F-03,-166.44237,56.67897
2017,-16552,31,F-03,21740,1,440,595,5,183,2017_F-03,-166.43166,56.68705
2017,-16552,31,F-03,21740,1,400,445,4,184,2017_F-03,-166.43166,56.68705
2017,-16552,31,F-03,21740,1,330,240,4,185,2017_F-03,-166.43166,56.68705
2017,-16552,31,F-03,21740,1,410,510,4,186,2017_F-03,-166.43166,56.68705
2017,-16552,31,F-03,21740,1,490,755,6,187,2017_F-03,-166.43166,56.68705
2017,-16552,31,F-03,21740,3,150,20,1,188,2017_F-03,-166.43166,56.68705
2019,-18973,31,F-04,21740,2,500,890,7,165,2019_F-04,-165.83554,56.65689
2019,-18973,31,F-04,21740,2,490,1015,6,166,2019_F-04,-165.83554,56.65689
2019,-18973,31,F-04,21740,1,480,800,6,162,2019_F-04,-165.83554,56.65689
2019,-18973,31,F-04,21740,1,500,785,6,163,2019_F-04,-165.83554,56.65689
2019,-18973,31,F-04,21740,1,490,770,6,164,2019_F-04,-165.83554,56.65689
2018,-17718,31,F-04,21740,2,440,550,5,202,2018_F-04,-165.84072,56.67676
2018,-17718,31,F-04,21740,2,580,1145,9,203,2018_F-04,-165.84072,56.67676
2018,-17718,31,F-04,21740,2,450,560,5,204,2018_F-04,-165.84072,56.67676
2016,-15362,31,F-04,21740,2,530,864,8,245,2016_F-04,-165.8443,56.68264
2016,-15362,31,F-04,21740,2,510,850,8,246,2016_F-04,-165.8443,56.68264
2016,-15362,31,F-04,21740,2,540,824,8,247,2016_F-04,-165.8443,56.68264
2016,-15362,31,F-04,21740,1,440,676,4,248,2016_F-04,-165.8443,56.68264
2016,-15362,31,F-04,21740,1,490,724,8,249,2016_F-04,-165.8443,56.68264
2016,-15362,31,F-04,21740,1,440,584,5,250,2016_F-04,-165.8443,56.68264
2016,-15362,31,F-04,21740,3,140,20,1,251,2016_F-04,-165.8443,56.68264
2015,-14060,31,F-04,21740,1,190,40,1,299,2015_F-04,-165.84855,56.69
2015,-14060,31,F-04,21740,1,430,538,6,300,2015_F-04,-165.84855,56.69
2015,-14060,31,F-04,21740,1,340,278,3,301,2015_F-04,-165.84855,56.69
2015,-14060,31,F-04,21740,1,320,210,2,302,2015_F-04,-165.84855,56.69
2015,-14060,31,F-04,21740,2,340,298,3,303,2015_F-04,-165.84855,56.69
2015,-14060,31,F-04,21740,2,340,288,3,304,2015_F-04,-165.84855,56.69
2015,-14060,31,F-04,21740,2,360,320,3,305,2015_F-04,-165.84855,56.69
2015,-14060,31,F-04,21740,2,180,60,1,306,2015_F-04,-165.84855,56.69
2015,-14119,31,F-05,21740,1,490,744,9,191,2015_F-05,-165.21901,56.64947
2015,-14119,31,F-05,21740,2,350,274,3,192,2015_F-05,-165.21901,56.64947
2015,-14119,31,F-05,21740,2,340,246,3,196,2015_F-05,-165.21901,56.64947
2015,-14119,31,F-05,21740,2,340,292,3,193,2015_F-05,-165.21901,56.64947
2015,-14119,31,F-05,21740,2,360,306,3,194,2015_F-05,-165.21901,56.64947
2015,-14119,31,F-05,21740,2,370,366,3,195,2015_F-05,-165.21901,56.64947
2015,-14119,31,F-05,21740,3,180,36,1,197,2015_F-05,-165.21901,56.64947
2015,-14119,31,F-05,21740,3,170,30,1,198,2015_F-05,-165.21901,56.64947
2017,-16817,31,F-05,21740,1,460,708,7,317,2017_F-05,-165.21025,56.65143
2017,-16817,31,F-05,21740,1,430,524,5,318,2017_F-05,-165.21025,56.65143
2017,-16817,31,F-05,21740,1,430,550,5,319,2017_F-05,-165.21025,56.65143
2017,-16817,31,F-05,21740,1,430,524,5,320,2017_F-05,-165.21025,56.65143
2017,-16817,31,F-05,21740,2,470,744,6,321,2017_F-05,-165.21025,56.65143
2018,-17632,31,F-05,21740,2,460,626,5,191,2018_F-05,-165.21064,56.66051
2018,-17632,31,F-05,21740,1,410,471,5,187,2018_F-05,-165.21064,56.66051
2018,-17632,31,F-05,21740,1,500,826,7,188,2018_F-05,-165.21064,56.66051
2018,-17632,31,F-05,21740,2,440,498,5,189,2018_F-05,-165.21064,56.66051
2018,-17632,31,F-05,21740,2,490,850,7,190,2018_F-05,-165.21064,56.66051
2016,-15363,31,F-05,21740,1,530,846,8,252,2016_F-05,-165.20061,56.67459
2016,-15363,31,F-05,21740,1,420,850,5,253,2016_F-05,-165.20061,56.67459
2016,-15363,31,F-05,21740,1,430,578,4,254,2016_F-05,-165.20061,56.67459
2016,-15363,31,F-05,21740,2,580,1134,8,255,2016_F-05,-165.20061,56.67459
2016,-15363,31,F-05,21740,2,580,1088,8,256,2016_F-05,-165.20061,56.67459
2016,-15363,31,F-05,21740,2,490,792,8,257,2016_F-05,-165.20061,56.67459
2016,-15363,31,F-05,21740,2,290,170,2,258,2016_F-05,-165.20061,56.67459
2016,-15363,31,F-05,21740,2,170,34,1,259,2016_F-05,-165.20061,56.67459
2019,-18972,31,F-05,21740,1,480,730,6,159,2019_F-05,-165.21241,56.67772
2019,-18972,31,F-05,21740,1,530,1125,9,160,2019_F-05,-165.21241,56.67772
2019,-18972,31,F-05,21740,2,480,755,6,161,2019_F-05,-165.21241,56.67772
2018,-17631,31,F-06,21740,1,420,520,5,184,2018_F-06,-164.61777,56.67952
2018,-17631,31,F-06,21740,1,430,512,6,185,2018_F-06,-164.61777,56.67952
2018,-17631,31,F-06,21740,1,460,698,5,186,2018_F-06,-164.61777,56.67952
2017,-16520,31,F-06,21740,2,160,20,1,100,2017_F-06,-164.5831,56.68511
2017,-16520,31,F-06,21740,1,400,425,4,95,2017_F-06,-164.5831,56.68511
2017,-16520,31,F-06,21740,1,430,520,5,96,2017_F-06,-164.5831,56.68511
2017,-16520,31,F-06,21740,1,450,580,7,97,2017_F-06,-164.5831,56.68511
2017,-16520,31,F-06,21740,2,490,820,5,98,2017_F-06,-164.5831,56.68511
2017,-16520,31,F-06,21740,2,420,565,5,99,2017_F-06,-164.5831,56.68511
2019,-18998,31,F-06,21740,2,530,980,6,158,2019_F-06,-164.57939,56.68538
2019,-18998,31,F-06,21740,2,550,1010,6,159,2019_F-06,-164.57939,56.68538
2019,-18998,31,F-06,21740,1,150,20,1,160,2019_F-06,-164.57939,56.68538
2019,-18998,31,F-06,21740,2,480,805,6,161,2019_F-06,-164.57939,56.68538
2019,-18998,31,F-06,21740,2,500,835,7,162,2019_F-06,-164.57939,56.68538
2019,-18998,31,F-06,21740,1,310,200,2,163,2019_F-06,-164.57939,56.68538
2016,-15293,31,F-06,21740,1,470,766,8,202,2016_F-06,-164.57903,56.68684
2016,-15293,31,F-06,21740,1,390,490,4,203,2016_F-06,-164.57903,56.68684
2016,-15293,31,F-06,21740,2,460,674,5,204,2016_F-06,-164.57903,56.68684
2018,-17588,31,F-07,21740,1,460,660,6,123,2018_F-07,-164.00106,56.65117
2018,-17588,31,F-07,21740,1,460,630,10,120,2018_F-07,-164.00106,56.65117
2018,-17588,31,F-07,21740,1,380,380,4,121,2018_F-07,-164.00106,56.65117
2018,-17588,31,F-07,21740,1,420,450,5,122,2018_F-07,-164.00106,56.65117
2018,-17588,31,F-07,21740,1,460,730,5,119,2018_F-07,-164.00106,56.65117
2019,-18981,31,F-07,21740,1,460,756,6,117,2019_F-07,-164.00925,56.65284
2019,-18981,31,F-07,21740,1,500,866,12,118,2019_F-07,-164.00925,56.65284
2019,-18981,31,F-07,21740,1,480,816,6,119,2019_F-07,-164.00925,56.65284
2019,-18981,31,F-07,21740,1,460,722,6,120,2019_F-07,-164.00925,56.65284
2019,-18981,31,F-07,21740,1,470,742,9,121,2019_F-07,-164.00925,56.65284
2019,-18981,31,F-07,21740,1,140,16,1,122,2019_F-07,-164.00925,56.65284
2017,-16515,31,F-07,21740,1,440,645,5,75,2017_F-07,-164.02061,56.65495
2017,-16515,31,F-07,21740,1,430,565,5,76,2017_F-07,-164.02061,56.65495
2017,-16515,31,F-07,21740,2,510,770,8,77,2017_F-07,-164.02061,56.65495
2017,-16515,31,F-07,21740,2,440,605,4,78,2017_F-07,-164.02061,56.65495
2017,-16515,31,F-07,21740,2,340,285,2,79,2017_F-07,-164.02061,56.65495
2017,-16515,31,F-07,21740,3,150,20,1,80,2017_F-07,-164.02061,56.65495
2016,-15294,31,F-07,21740,1,380,386,3,205,2016_F-07,-164.02096,56.67186
2016,-15294,31,F-07,21740,1,180,26,2,206,2016_F-07,-164.02096,56.67186
2016,-15294,31,F-07,21740,1,390,462,4,207,2016_F-07,-164.02096,56.67186
2016,-15294,31,F-07,21740,1,530,902,7,208,2016_F-07,-164.02096,56.67186
2016,-15294,31,F-07,21740,2,400,478,4,209,2016_F-07,-164.02096,56.67186
2016,-15294,31,F-07,21740,2,390,412,3,210,2016_F-07,-164.02096,56.67186
2015,-14036,31,F-07,21740,1,530,892,7,202,2015_F-07,-164.01735,56.67717
2015,-14036,31,F-07,21740,1,340,292,3,203,2015_F-07,-164.01735,56.67717
2015,-14036,31,F-07,21740,1,340,256,3,204,2015_F-07,-164.01735,56.67717
2015,-14036,31,F-07,21740,1,390,358,3,205,2015_F-07,-164.01735,56.67717
2015,-14036,31,F-07,21740,1,360,320,3,206,2015_F-07,-164.01735,56.67717
2015,-14036,31,F-07,21740,2,620,1158,7,207,2015_F-07,-164.01735,56.67717
2015,-14036,31,F-07,21740,3,150,12,1,208,2015_F-07,-164.01735,56.67717
2015,-14036,31,F-07,21740,3,150,14,1,209,2015_F-07,-164.01735,56.67717
2019,-18865,31,F-08,21740,1,520,960,NA,101,2019_F-08,-163.3981,56.64909
2019,-18865,31,F-08,21740,1,450,650,NA,102,2019_F-08,-163.3981,56.64909
2019,-18865,31,F-08,21740,1,330,260,NA,103,2019_F-08,-163.3981,56.64909
2019,-18865,31,F-08,21740,2,300,170,NA,104,2019_F-08,-163.3981,56.64909
2019,-18865,31,F-08,21740,1,470,730,NA,105,2019_F-08,-163.3981,56.64909
2018,-17611,31,F-08,21740,1,470,600,9,117,2018_F-08,-163.40327,56.65361
2018,-17611,31,F-08,21740,1,490,762,7,118,2018_F-08,-163.40327,56.65361
2018,-17611,31,F-08,21740,2,510,752,8,119,2018_F-08,-163.40327,56.65361
2018,-17611,31,F-08,21740,2,470,678,NA,120,2018_F-08,-163.40327,56.65361
2018,-17611,31,F-08,21740,2,510,780,7,121,2018_F-08,-163.40327,56.65361
2015,-13976,31,F-08,21740,1,500,788,8,132,2015_F-08,-163.37278,56.65822
2015,-13976,31,F-08,21740,1,480,616,5,130,2015_F-08,-163.37278,56.65822
2015,-13976,31,F-08,21740,1,380,364,3,131,2015_F-08,-163.37278,56.65822
2015,-13976,31,F-08,21740,3,150,20,1,125,2015_F-08,-163.37278,56.65822
2015,-13976,31,F-08,21740,3,160,22,1,126,2015_F-08,-163.37278,56.65822
2015,-13976,31,F-08,21740,2,570,998,8,127,2015_F-08,-163.37278,56.65822
2015,-13976,31,F-08,21740,2,570,922,9,128,2015_F-08,-163.37278,56.65822
2015,-13976,31,F-08,21740,2,310,198,3,129,2015_F-08,-163.37278,56.65822
2016,-15270,31,F-08,21740,1,470,708,5,118,2016_F-08,-163.38192,56.65846
2016,-15270,31,F-08,21740,1,420,504,4,119,2016_F-08,-163.38192,56.65846
2016,-15270,31,F-08,21740,1,410,516,4,120,2016_F-08,-163.38192,56.65846
2016,-15270,31,F-08,21740,1,440,562,4,121,2016_F-08,-163.38192,56.65846
2016,-15270,31,F-08,21740,1,500,730,6,122,2016_F-08,-163.38192,56.65846
2017,-16513,31,F-08,21740,2,170,30,1,246,2017_F-08,-163.39357,56.68037
2017,-16513,31,F-08,21740,2,340,262,3,247,2017_F-08,-163.39357,56.68037
2017,-16513,31,F-08,21740,2,350,296,3,248,2017_F-08,-163.39357,56.68037
2017,-16513,31,F-08,21740,1,300,186,3,249,2017_F-08,-163.39357,56.68037
2015,-13959,31,F-09,21740,1,550,1092,8,76,2015_F-09,-162.77401,56.64779
2015,-13959,31,F-09,21740,1,410,454,5,77,2015_F-09,-162.77401,56.64779
2015,-13959,31,F-09,21740,2,390,396,4,78,2015_F-09,-162.77401,56.64779
2015,-13959,31,F-09,21740,2,400,420,3,79,2015_F-09,-162.77401,56.64779
2015,-13959,31,F-09,21740,1,400,410,3,80,2015_F-09,-162.77401,56.64779
2015,-13959,31,F-09,21740,2,420,448,3,81,2015_F-09,-162.77401,56.64779
2017,-16373,31,F-09,21740,1,510,836,8,122,2017_F-09,-162.79099,56.66423
2017,-16373,31,F-09,21740,1,490,752,6,123,2017_F-09,-162.79099,56.66423
2017,-16373,31,F-09,21740,2,400,452,5,124,2017_F-09,-162.79099,56.66423
2017,-16373,31,F-09,21740,2,490,716,6,125,2017_F-09,-162.79099,56.66423
2017,-16373,31,F-09,21740,2,450,645,4,126,2017_F-09,-162.79099,56.66423
2017,-16373,31,F-09,21740,2,170,30,1,127,2017_F-09,-162.79099,56.66423
2019,-18751,31,F-09,21740,1,470,695,6,85,2019_F-09,-162.81097,56.66986
2019,-18751,31,F-09,21740,1,480,825,7,86,2019_F-09,-162.81097,56.66986
2019,-18751,31,F-09,21740,1,160,30,1,87,2019_F-09,-162.81097,56.66986
2019,-18751,31,F-09,21740,2,540,1035,7,88,2019_F-09,-162.81097,56.66986
2019,-18751,31,F-09,21740,2,540,950,7,89,2019_F-09,-162.81097,56.66986
2019,-18751,31,F-09,21740,2,470,725,6,90,2019_F-09,-162.81097,56.66986
2018,-17589,31,F-09,21740,1,490,855,NA,77,2018_F-09,-162.78333,56.68796
2018,-17589,31,F-09,21740,1,510,835,7,78,2018_F-09,-162.78333,56.68796
2018,-17589,31,F-09,21740,1,500,810,6,79,2018_F-09,-162.78333,56.68796
2018,-17589,31,F-09,21740,1,480,695,5,80,2018_F-09,-162.78333,56.68796
2018,-17589,31,F-09,21740,2,490,770,6,81,2018_F-09,-162.78333,56.68796
2018,-17589,31,F-09,21740,2,140,15,1,82,2018_F-09,-162.78333,56.68796
2016,-15262,31,F-09,21740,1,510,802,10,80,2016_F-09,-162.79034,56.69197
2016,-15262,31,F-09,21740,2,450,498,5,81,2016_F-09,-162.79034,56.69197
2016,-15262,31,F-09,21740,2,430,NA,5,82,2016_F-09,-162.79034,56.69197
2018,-17603,31,F-10,21740,1,450,556,6,82,2018_F-10,-162.17763,56.67329
2018,-17603,31,F-10,21740,2,420,582,5,83,2018_F-10,-162.17763,56.67329
2018,-17603,31,F-10,21740,1,440,592,6,84,2018_F-10,-162.17763,56.67329
2018,-17603,31,F-10,21740,1,480,632,5,85,2018_F-10,-162.17763,56.67329
2018,-17603,31,F-10,21740,1,390,378,3,86,2018_F-10,-162.17763,56.67329
2017,-16365,31,F-10,21740,1,440,595,9,97,2017_F-10,-162.18072,56.6736
2017,-16365,31,F-10,21740,1,470,730,5,98,2017_F-10,-162.18072,56.6736
2017,-16365,31,F-10,21740,1,430,576,4,99,2017_F-10,-162.18072,56.6736
2017,-16365,31,F-10,21740,3,140,16,1,100,2017_F-10,-162.18072,56.6736
2015,-13946,31,F-10,21740,1,550,1010,7,95,2015_F-10,-162.18042,56.67769
2015,-13946,31,F-10,21740,1,520,836,7,96,2015_F-10,-162.18042,56.67769
2015,-13946,31,F-10,21740,1,540,1000,7,97,2015_F-10,-162.18042,56.67769
2015,-13946,31,F-10,21740,1,480,780,7,98,2015_F-10,-162.18042,56.67769
